workclass,education,age,gender
 Private, Bachelors,29, Female
 Private, Some-college,30, Male
 Private, HS-grad,46, Male
 Self-emp-not-inc, Assoc-voc,32, Male
 Private, HS-grad,25, Male
 Private, Masters,25, Male
 Private, Some-college,22, Female
 Private, Some-college,32, Male
 Private, Doctorate,40, Female
 Private, Masters,51, Male
 Private, HS-grad,20, Male
 Private, HS-grad,34, Female
 Private, Some-college,40, Male
 State-gov, Assoc-voc,34, Female
 Private, 10th,19, Male
 Private, 10th,53, Male
 Federal-gov, Some-college,42, Male
 Private, Masters,38, Male
 Private, HS-grad,41, Male
 ?, Prof-school,64, Male
 State-gov, Some-college,30, Male
 Private, 11th,20, Male
 Private, HS-grad,19, Female
 Private, HS-grad,20, Male
 Private, Bachelors,35, Male
 Self-emp-not-inc, HS-grad,33, Male
 Self-emp-not-inc, Some-college,43, Male
 Federal-gov, Some-college,38, Female
 Self-emp-not-inc, Some-college,50, Female
 Private, HS-grad,23, Female
 Local-gov, Some-college,30, Female
 Private, Bachelors,33, Female
 Private, HS-grad,48, Male
 Private, Bachelors,43, Female
 Private, Some-college,33, Male
 Local-gov, Masters,50, Male
 Private, Some-college,23, Male
 Local-gov, Some-college,36, Male
 State-gov, HS-grad,50, Female
 Private, HS-grad,26, Female
 Local-gov, Masters,55, Female
 Private, HS-grad,37, Male
 Private, HS-grad,43, Male
 Self-emp-not-inc, Some-college,38, Male
 Private, 7th-8th,42, Male
 Self-emp-not-inc, Doctorate,47, Male
 Private, Bachelors,44, Male
 Self-emp-not-inc, HS-grad,28, Male
 Private, Some-college,51, Female
 Private, HS-grad,51, Male
 Private, Bachelors,49, Male
 Private, Doctorate,62, Male
 Private, Some-college,31, Female
 Private, 11th,29, Female
 Private, Some-college,23, Male
 State-gov, Some-college,40, Female
 Self-emp-inc, 7th-8th,66, Male
 Private, 11th,17, Female
 Private, Some-college,37, Male
 Private, Prof-school,69, Male
 Private, Bachelors,23, Female
 Federal-gov, HS-grad,38, Male
 Federal-gov, HS-grad,37, Male
 Private, Some-college,38, Female
 Private, 9th,38, Male
 State-gov, Bachelors,37, Female
 Self-emp-inc, HS-grad,37, Male
 Private, 9th,23, Male
 Private, 10th,17, Female
 Private, Bachelors,48, Male
 Private, 11th,17, Female
 Private, Masters,55, Male
 Private, Some-college,35, Male
 ?, Some-college,68, Female
 Self-emp-not-inc, Bachelors,35, Male
 Private, Bachelors,53, Male
 Private, HS-grad,43, Male
 Private, Masters,36, Male
 Private, HS-grad,24, Female
 Private, Some-college,45, Male
 Private, Some-college,34, Female
 Private, HS-grad,56, Female
 Private, HS-grad,36, Male
 Private, Some-college,22, Male
 ?, 9th,19, Male
 Private, HS-grad,33, Male
 Private, HS-grad,48, Female
 Private, Some-college,20, Female
 Self-emp-inc, Assoc-acdm,64, Male
 Private, 11th,47, Male
 Private, Some-college,20, Female
 Federal-gov, Bachelors,44, Female
 Self-emp-not-inc, Bachelors,45, Male
 Local-gov, HS-grad,45, Female
 Local-gov, Masters,45, Male
 State-gov, Bachelors,27, Male
 Private, HS-grad,41, Male
 Private, HS-grad,20, Male
 Self-emp-inc, Bachelors,54, Male
 Private, 10th,17, Female
 Private, HS-grad,50, Male
 State-gov, Masters,31, Male
 Self-emp-not-inc, HS-grad,49, Male
 Private, Masters,44, Male
 Private, HS-grad,49, Male
 Local-gov, Bachelors,28, Male
 Local-gov, Some-college,43, Male
 Private, Assoc-acdm,33, Female
 Private, Some-college,35, Female
 Private, 11th,17, Female
 Private, HS-grad,25, Male
 Private, HS-grad,41, Female
 Private, Masters,30, Male
 Private, Assoc-voc,48, Male
 Local-gov, Some-college,61, Male
 Private, HS-grad,41, Male
 Private, HS-grad,36, Male
 Local-gov, Some-college,24, Male
 Private, HS-grad,27, Male
 Private, 11th,18, Female
 Private, Some-college,20, Female
 Private, Some-college,18, Male
 Private, HS-grad,23, Male
 State-gov, Masters,43, Male
 State-gov, Some-college,38, Female
 Private, Some-college,36, Female
 Self-emp-not-inc, Bachelors,28, Male
 Private, Some-college,47, Male
 Private, Doctorate,51, Male
 Private, Bachelors,35, Male
 State-gov, Bachelors,38, Male
 Federal-gov, Some-college,47, Male
 Private, 11th,26, Female
 State-gov, Some-college,31, Male
 Private, Some-college,46, Female
 Private, Some-college,49, Female
 Private, HS-grad,19, Female
 Self-emp-inc, Some-college,45, Male
 Private, Bachelors,46, Male
 Self-emp-not-inc, Some-college,70, Male
 Private, Some-college,19, Female
 Private, Assoc-voc,46, Male
 Private, Some-college,20, Male
 Private, 11th,17, Female
 Private, Some-college,43, Male
 Private, Some-college,19, Female
 Private, HS-grad,37, Male
 Private, HS-grad,51, Female
 Local-gov, Bachelors,40, Male
 Private, Some-college,24, Male
 Private, Assoc-acdm,31, Male
 Private, Assoc-voc,59, Male
 Private, HS-grad,27, Female
 Private, Bachelors,40, Male
 Self-emp-not-inc, HS-grad,30, Male
 Private, Assoc-acdm,28, Male
 Private, HS-grad,25, Male
 Private, Bachelors,22, Female
 State-gov, Some-college,21, Male
 ?, Some-college,67, Male
 Self-emp-inc, Bachelors,35, Female
 Local-gov, HS-grad,54, Male
 Private, HS-grad,36, Male
 Private, Bachelors,29, Male
 Federal-gov, HS-grad,32, Female
 Private, HS-grad,55, Male
 Federal-gov, Masters,56, Female
 Private, Some-college,19, Male
 Private, HS-grad,36, Female
 Private, HS-grad,58, Female
 Private, HS-grad,35, Female
 Private, 10th,44, Female
 Self-emp-inc, HS-grad,40, Male
 Private, HS-grad,18, Female
 Self-emp-not-inc, HS-grad,71, Male
 Federal-gov, HS-grad,51, Male
 ?, HS-grad,27, Male
 Private, 12th,20, Male
 ?, 11th,33, Female
 Private, Assoc-voc,34, Female
 Private, Assoc-voc,28, Male
 Private, Some-college,23, Female
 Private, Some-college,36, Male
 Private, Prof-school,42, Female
 Local-gov, Bachelors,31, Male
 ?, HS-grad,19, Male
 Local-gov, Masters,38, Male
 Private, HS-grad,22, Female
 Private, Assoc-voc,36, Female
 Private, Masters,36, Male
 Private, 11th,17, Male
 Federal-gov, Some-college,30, Female
 Self-emp-not-inc, 9th,35, Male
 Private, Masters,32, Male
 Private, Bachelors,42, Male
 Private, Some-college,54, Female
 Private, Bachelors,36, Male
 Private, 10th,58, Male
 Private, Assoc-voc,39, Male
 Local-gov, HS-grad,62, Female
 Private, HS-grad,51, Male
 Private, Some-college,52, Female
 Private, HS-grad,25, Female
 Private, Bachelors,26, Female
 Private, 10th,26, Male
 State-gov, Bachelors,59, Female
 Private, HS-grad,21, Male
 Private, Masters,45, Male
 Private, HS-grad,26, Male
 Self-emp-not-inc, 10th,68, Male
 Private, HS-grad,60, Male
 Private, HS-grad,65, Male
 Private, Masters,41, Female
 Private, HS-grad,34, Male
 Private, HS-grad,28, Male
 Private, Assoc-voc,40, Female
 Private, Masters,57, Male
 Private, 11th,37, Male
 Private, 10th,34, Male
 ?, 11th,21, Female
 Federal-gov, Bachelors,57, Male
 Private, Bachelors,55, Male
 Private, HS-grad,51, Male
 Private, Bachelors,56, Male
 Private, Some-college,32, Male
 Private, Some-college,18, Male
 Private, Assoc-voc,48, Male
 Private, Bachelors,46, Male
 Federal-gov, Prof-school,41, Male
 Private, HS-grad,33, Male
 Private, HS-grad,33, Male
 Private, 5th-6th,47, Male
 Self-emp-inc, HS-grad,46, Female
 Private, HS-grad,40, Female
 Private, HS-grad,42, Male
 State-gov, Bachelors,31, Male
 Private, 11th,51, Male
 Private, Some-college,44, Female
 Private, HS-grad,37, Female
 Private, 11th,25, Female
 Self-emp-not-inc, 7th-8th,63, Male
 Private, HS-grad,52, Male
 Local-gov, Some-college,42, Female
 Private, HS-grad,28, Female
 Private, Masters,30, Male
 Private, Bachelors,34, Male
 Federal-gov, Assoc-acdm,37, Female
 Private, HS-grad,31, Male
 Private, Some-college,35, Female
 Private, Some-college,25, Female
 Private, HS-grad,38, Male
 Self-emp-not-inc, HS-grad,43, Male
 Private, Some-college,22, Female
 Private, 11th,18, Male
 Private, HS-grad,26, Female
 Private, HS-grad,36, Male
 Private, HS-grad,43, Male
 Private, Some-college,21, Female
 Federal-gov, Some-college,62, Female
 Private, HS-grad,26, Male
 Self-emp-not-inc, Bachelors,54, Male
 Private, 11th,18, Female
 Self-emp-not-inc, HS-grad,65, Male
 Private, HS-grad,41, Male
 Private, 9th,31, Female
 Private, 9th,56, Female
 Private, Bachelors,50, Male
 Private, Bachelors,22, Female
 Local-gov, Some-college,36, Male
 Private, Doctorate,48, Male
 Private, HS-grad,30, Female
 Private, Some-college,35, Male
 Self-emp-not-inc, HS-grad,37, Male
 ?, HS-grad,32, Male
 Private, Masters,56, Female
 ?, HS-grad,29, Male
 Private, Assoc-acdm,41, Male
 State-gov, HS-grad,38, Male
 Private, 9th,34, Female
 State-gov, 12th,54, Male
 ?, Assoc-voc,36, Male
 Private, Assoc-voc,42, Female
 Private, HS-grad,33, Male
 Private, HS-grad,21, Female
 Local-gov, 10th,69, Male
 Private, Assoc-acdm,32, Female
 Private, HS-grad,50, Male
 Private, 12th,40, Male
 Private, HS-grad,45, Female
 Private, HS-grad,31, Male
 Private, Bachelors,24, Female
 Private, Bachelors,28, Male
 Private, Assoc-acdm,21, Female
 Self-emp-not-inc, Assoc-voc,43, Male
 Private, HS-grad,22, Female
 Self-emp-not-inc, HS-grad,62, Male
 Self-emp-not-inc, Some-college,21, Male
 Private, Some-college,37, Male
 Private, Some-college,34, Female
 Self-emp-not-inc, Bachelors,74, Male
 Private, Some-college,43, Female
 Private, Some-college,25, Female
 Private, 11th,43, Male
 Private, 11th,23, Male
 Private, HS-grad,33, Female
 State-gov, Bachelors,51, Male
 Private, Bachelors,64, Female
 Private, Some-college,35, Male
 Self-emp-not-inc, 10th,69, Male
 Private, Bachelors,32, Male
 Private, Some-college,20, Female
 Self-emp-inc, HS-grad,66, Male
 Private, Some-college,31, Male
 Private, Some-college,22, Female
 Private, Prof-school,32, Male
 Private, Assoc-acdm,23, Female
 Private, Some-college,21, Male
 Private, HS-grad,36, Female
 Local-gov, 7th-8th,62, Male
 Private, HS-grad,24, Male
 Private, Some-college,45, Male
 Private, 11th,27, Male
 Private, Prof-school,38, Male
 ?, Some-college,20, Female
 Private, Some-college,30, Male
 ?, 10th,17, Male
 ?, 11th,17, Male
 Self-emp-not-inc, Assoc-voc,21, Male
 Self-emp-not-inc, HS-grad,56, Male
 Local-gov, Masters,59, Female
 Self-emp-not-inc, Some-college,37, Female
 Private, Some-college,52, Female
 Federal-gov, Some-college,50, Male
 Private, Bachelors,55, Male
 Private, Bachelors,55, Male
 ?, HS-grad,45, Female
 Private, Some-college,72, Male
 Private, Some-college,39, Female
 Private, 12th,28, Female
 Private, Bachelors,38, Male
 Private, Some-college,44, Male
 Self-emp-not-inc, HS-grad,51, Male
 Private, Some-college,20, Male
 Private, Some-college,25, Female
 Private, Some-college,52, Female
 Private, HS-grad,45, Female
 Private, 11th,17, Female
 Private, HS-grad,20, Female
 Local-gov, Masters,64, Male
 Private, HS-grad,34, Male
 Self-emp-not-inc, Some-college,74, Male
 Federal-gov, 11th,58, Female
 Private, Masters,44, Male
 State-gov, Assoc-acdm,23, Female
 Private, HS-grad,23, Male
 Private, Assoc-voc,27, Female
 Private, Bachelors,34, Male
 Private, HS-grad,18, Female
 Private, 11th,33, Female
 Self-emp-not-inc, Some-college,50, Male
 Private, HS-grad,47, Male
 Self-emp-inc, Prof-school,50, Male
 Private, 11th,18, Female
 Local-gov, Prof-school,49, Female
 Private, Some-college,34, Male
 Private, Masters,51, Male
 State-gov, Some-college,56, Male
 Private, HS-grad,64, Female
 Private, Some-college,23, Female
 Private, Some-college,33, Male
 Private, Masters,43, Male
 Federal-gov, HS-grad,60, Male
 State-gov, 12th,57, Female
 Private, Bachelors,22, Male
 Private, Bachelors,23, Male
 Private, Some-college,54, Male
 Federal-gov, HS-grad,39, Male
 Self-emp-not-inc, Masters,32, Male
 Private, Some-college,20, Male
 Private, Some-college,30, Male
 Self-emp-not-inc, HS-grad,56, Male
 Private, HS-grad,34, Male
 Private, HS-grad,32, Male
 Private, Masters,59, Male
 Private, Some-college,19, Male
 ?, 9th,60, Female
 Private, HS-grad,29, Male
 Private, Some-college,24, Male
 State-gov, Masters,41, Male
 Private, 7th-8th,23, Female
 Private, HS-grad,32, Male
 Self-emp-inc, HS-grad,51, Male
 Private, HS-grad,18, Male
 Private, Some-college,28, Female
 ?, Some-college,33, Female
 Private, HS-grad,38, Female
 Private, Bachelors,29, Male
 Private, HS-grad,25, Male
 Private, Prof-school,31, Male
 Private, Bachelors,34, Female
 Private, HS-grad,34, Male
 State-gov, HS-grad,66, Male
 Private, 5th-6th,41, Male
 Private, 7th-8th,62, Male
 Private, HS-grad,58, Male
 Private, HS-grad,40, Female
 Private, Bachelors,24, Female
 Private, HS-grad,47, Male
 Private, HS-grad,19, Male
 Private, Some-college,32, Male
 State-gov, Some-college,51, Female
 Private, 9th,25, Male
 ?, Masters,60, Male
 Private, Some-college,22, Male
 Private, Bachelors,29, Female
 Private, HS-grad,20, Male
 Private, 7th-8th,42, Male
 Private, HS-grad,18, Male
 Private, 10th,23, Female
 Private, Bachelors,28, Male
 Private, Bachelors,55, Female
 Private, HS-grad,40, Male
 Private, Some-college,52, Male
 Private, HS-grad,37, Male
 Private, Some-college,21, Female
 Private, Assoc-voc,35, Male
 Private, Some-college,45, Male
 Private, HS-grad,39, Female
 Private, HS-grad,54, Male
 Private, 7th-8th,42, Female
 ?, Some-college,26, Female
 Self-emp-inc, Assoc-acdm,59, Male
 Private, HS-grad,42, Female
 Private, Some-college,22, Female
 Private, Bachelors,33, Female
 Private, Some-college,39, Male
 Self-emp-inc, 11th,18, Male
 Private, Some-college,46, Male
 Private, Bachelors,24, Male
 Private, Assoc-voc,28, Female
 State-gov, HS-grad,21, Female
 Private, 11th,22, Male
 Private, 5th-6th,61, Male
 Federal-gov, Some-college,56, Male
 Private, Some-college,21, Female
 Private, 10th,17, Male
 Private, Some-college,29, Male
 Local-gov, HS-grad,28, Male
 Private, HS-grad,62, Female
 Private, HS-grad,39, Male
 Local-gov, HS-grad,30, Male
 ?, 11th,20, Male
 Local-gov, 11th,18, Male
 Private, HS-grad,54, Male
 Private, Some-college,49, Male
 State-gov, Doctorate,33, Male
 Private, Bachelors,50, Male
 Private, HS-grad,57, Male
 State-gov, HS-grad,50, Female
 Private, Bachelors,45, Male
 Private, Some-college,41, Male
 Private, HS-grad,23, Male
 Private, Bachelors,23, Female
 Private, HS-grad,47, Female
 Self-emp-not-inc, Bachelors,39, Male
 Private, Assoc-voc,29, Male
 Private, HS-grad,46, Male
 Private, 5th-6th,18, Male
 Private, 7th-8th,68, Male
 Private, Assoc-voc,62, Male
 Private, Assoc-acdm,43, Male
 Private, HS-grad,35, Male
 Private, HS-grad,21, Female
 State-gov, Some-college,21, Male
 Local-gov, Assoc-voc,41, Female
 Private, HS-grad,61, Male
 Private, HS-grad,24, Male
 Private, HS-grad,21, Male
 State-gov, 5th-6th,36, Male
 Local-gov, Assoc-voc,37, Female
 Private, 12th,69, Male
 Federal-gov, Some-college,49, Female
 Private, HS-grad,55, Male
 Private, HS-grad,21, Male
 Private, 10th,18, Male
 Private, HS-grad,26, Male
 ?, Some-college,20, Female
 Private, HS-grad,46, Male
 Private, 10th,23, Male
 Private, HS-grad,48, Male
 Private, HS-grad,36, Male
 State-gov, Masters,42, Male
 Local-gov, Masters,41, Male
 Private, Assoc-acdm,45, Female
 Private, HS-grad,52, Male
 Local-gov, Bachelors,22, Female
 Private, Some-college,20, Female
 Private, HS-grad,27, Male
 Private, HS-grad,36, Male
 Private, HS-grad,34, Male
 Private, Masters,38, Male
 ?, Some-college,20, Female
 Private, HS-grad,47, Female
 Private, HS-grad,21, Male
 Private, HS-grad,33, Male
 Local-gov, Assoc-acdm,31, Male
 Private, 12th,61, Male
 Private, 10th,46, Male
 Local-gov, Masters,55, Male
 State-gov, Some-college,19, Male
 Private, HS-grad,39, Male
 Private, HS-grad,61, Male
 Private, Some-college,28, Male
 Private, 10th,28, Male
 ?, HS-grad,61, Male
 Private, HS-grad,61, Male
 Private, Some-college,54, Male
 Self-emp-inc, Some-college,50, Male
 Local-gov, Masters,37, Female
 ?, 11th,17, Female
 Private, HS-grad,56, Female
 Private, Bachelors,31, Female
 State-gov, Bachelors,32, Female
 Private, 11th,28, Female
 Private, Assoc-voc,34, Male
 Private, 10th,33, Female
 Private, Assoc-voc,42, Female
 Private, Assoc-voc,64, Male
 Private, Some-college,29, Male
 ?, 5th-6th,41, Male
 Private, Some-college,45, Male
 Private, Masters,48, Male
 Private, Some-college,44, Female
 Federal-gov, Some-college,34, Male
 Private, HS-grad,40, Male
 Private, HS-grad,45, Male
 Private, Some-college,23, Female
 Private, Bachelors,51, Male
 Private, HS-grad,24, Male
 Private, Bachelors,57, Male
 Private, Some-college,23, Female
 Private, Some-college,34, Male
 Private, HS-grad,36, Male
 Self-emp-inc, Prof-school,56, Male
 Private, HS-grad,42, Female
 Self-emp-inc, Bachelors,45, Male
 Private, Bachelors,38, Male
 Local-gov, Assoc-voc,29, Male
 Private, Bachelors,54, Male
 Private, HS-grad,40, Male
 Private, HS-grad,29, Male
 Federal-gov, Bachelors,35, Male
 Private, HS-grad,47, Female
 Private, Assoc-voc,51, Female
 Private, HS-grad,28, Male
 Private, HS-grad,58, Male
 Private, HS-grad,24, Female
 State-gov, HS-grad,46, Male
 Private, 10th,57, Male
 Private, HS-grad,22, Male
 Private, Bachelors,28, Male
 ?, 10th,17, Male
 Private, HS-grad,23, Male
 Private, HS-grad,19, Male
 State-gov, HS-grad,66, Female
 Private, Some-college,38, Male
 Federal-gov, Some-college,39, Female
 ?, 12th,39, Male
 Private, HS-grad,47, Male
 Private, HS-grad,39, Male
 Private, Some-college,22, Male
 Private, HS-grad,36, Male
 Private, Some-college,32, Male
 ?, HS-grad,29, Male
 Local-gov, Bachelors,43, Male
 Private, HS-grad,51, Male
 Private, 5th-6th,42, Male
